religion,social_group,sector,gender,marital_status,day_of_week,principal_activity_status,activity_type,n_total_persons,n_participants,participation_rate,total_minutes,mean_minutes_per_participant,mean_minutes_per_person
Islam,others,Urban,male,never married,Tuesday,attended educational institution,"Socializing and communication, community participation and religious practice",191,151,.79057592,25410,168.2781456953642,133.03665
Islam,others,Urban,male,never married,Tuesday,attended educational institution,"Culture, leisure, mass-media and sports practices",191,186,.973822,48330,259.8387096774193,253.03665
Islam,others,Urban,male,never married,Tuesday,attended educational institution,Self-care and maintenance,191,191,1,150570,788.3246073298429,788.32458
Islam,others,Urban,male,never married,Wednesday,worked in household enterprise (self-employed): own account worker,Employment and related activities,24,20,.83333331,10260,513,427.5
Islam,others,Urban,male,never married,Wednesday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",24,20,.83333331,3780,189,157.5
Islam,others,Urban,male,never married,Wednesday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",24,20,.83333331,3210,160.5,133.75
Islam,others,Urban,male,never married,Wednesday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,24,24,1,17670,736.25,736.25
Islam,others,Urban,male,never married,Wednesday,worked as regular salaried/ wage employee,Employment and related activities,41,40,.97560978,22920,573,559.02441
Islam,others,Urban,male,never married,Wednesday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,41,15,.36585367,1650,110,40.243904
Islam,others,Urban,male,never married,Wednesday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",41,37,.902439,4770,128.9189189189189,116.34146
Islam,others,Urban,male,never married,Wednesday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",41,40,.97560978,7200,180,175.60976
Islam,others,Urban,male,never married,Wednesday,worked as regular salaried/ wage employee,Self-care and maintenance,41,41,1,29550,720.7317073170732,720.73169
Islam,others,Urban,male,never married,Wednesday,worked as casual wage labour: in other types of work,Employment and related activities,29,29,1,15390,530.6896551724138,530.68964
Islam,others,Urban,male,never married,Wednesday,worked as casual wage labour: in other types of work,Unpaid domestic services for household members,29,12,.41379312,720,60,24.827587
Islam,others,Urban,male,never married,Wednesday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",29,26,.89655173,4380,168.4615384615385,151.03448
Islam,others,Urban,male,never married,Wednesday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",29,29,1,4470,154.1379310344828,154.13792
Islam,others,Urban,male,never married,Wednesday,worked as casual wage labour: in other types of work,Self-care and maintenance,29,29,1,21510,741.7241379310345,741.72412
Islam,others,Urban,male,never married,Wednesday,attended educational institution,Learning,130,123,.94615382,56160,456.5853658536585,432
Islam,others,Urban,male,never married,Wednesday,attended educational institution,"Socializing and communication, community participation and religious practice",130,98,.75384617,15630,159.4897959183673,120.23077
Islam,others,Urban,male,never married,Wednesday,attended educational institution,"Culture, leisure, mass-media and sports practices",130,129,.99230766,33510,259.7674418604651,257.76923
Islam,others,Urban,male,never married,Wednesday,attended educational institution,Self-care and maintenance,130,130,1,102060,785.0769230769231,785.0769
Islam,others,Urban,male,never married,Thursday,worked in household enterprise (self-employed): own account worker,Employment and related activities,23,23,1,11850,515.2173913043479,515.21741
Islam,others,Urban,male,never married,Thursday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",23,20,.86956519,4830,241.5,210
Islam,others,Urban,male,never married,Thursday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",23,23,1,3690,160.4347826086957,160.43478
Islam,others,Urban,male,never married,Thursday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,23,23,1,17490,760.4347826086956,760.43475
Islam,others,Urban,male,never married,Thursday,worked as helper in household enterprise (unpaid family worker),"Socializing and communication, community participation and religious practice",10,10,1,2160,216,216
Islam,others,Urban,male,never married,Thursday,worked as helper in household enterprise (unpaid family worker),"Culture, leisure, mass-media and sports practices",10,10,1,2370,237,237
Islam,others,Urban,male,never married,Thursday,worked as helper in household enterprise (unpaid family worker),Self-care and maintenance,10,10,1,7080,708,708
Islam,others,Urban,male,never married,Thursday,worked as regular salaried/ wage employee,Employment and related activities,54,53,.98148149,29550,557.5471698113207,547.22223
Islam,others,Urban,male,never married,Thursday,worked as regular salaried/ wage employee,Unpaid domestic services for household members,54,17,.31481481,1890,111.1764705882353,35
Islam,others,Urban,male,never married,Thursday,worked as regular salaried/ wage employee,"Socializing and communication, community participation and religious practice",54,50,.92592591,9060,181.2,167.77777
Islam,others,Urban,male,never married,Thursday,worked as regular salaried/ wage employee,"Culture, leisure, mass-media and sports practices",54,53,.98148149,9540,180,176.66667
Islam,others,Urban,male,never married,Thursday,worked as regular salaried/ wage employee,Self-care and maintenance,54,54,1,40050,741.6666666666666,741.66669
Islam,others,Urban,male,never married,Thursday,worked as casual wage labour: in other types of work,Employment and related activities,24,20,.83333331,10920,546,455
Islam,others,Urban,male,never married,Thursday,worked as casual wage labour: in other types of work,"Socializing and communication, community participation and religious practice",24,22,.91666669,4110,186.8181818181818,171.25
Islam,others,Urban,male,never married,Thursday,worked as casual wage labour: in other types of work,"Culture, leisure, mass-media and sports practices",24,22,.91666669,4590,208.6363636363636,191.25
Islam,others,Urban,male,never married,Thursday,worked as casual wage labour: in other types of work,Self-care and maintenance,24,24,1,17670,736.25,736.25
Islam,others,Urban,male,never married,Thursday,did not work but was seeking and/or available for work,"Socializing and communication, community participation and religious practice",11,11,1,4140,376.3636363636364,376.36365
Islam,others,Urban,male,never married,Thursday,did not work but was seeking and/or available for work,"Culture, leisure, mass-media and sports practices",11,11,1,4290,390,390
Islam,others,Urban,male,never married,Thursday,did not work but was seeking and/or available for work,Self-care and maintenance,11,11,1,8280,752.7272727272727,752.72729
Islam,others,Urban,male,never married,Thursday,attended educational institution,Unpaid domestic services for household members,177,10,.056497175,510,51,2.881356
Islam,others,Urban,male,never married,Thursday,attended educational institution,Learning,177,158,.89265537,73020,462.1518987341772,412.54236
Islam,others,Urban,male,never married,Thursday,attended educational institution,"Socializing and communication, community participation and religious practice",177,138,.779661,23640,171.304347826087,133.55933
Islam,others,Urban,male,never married,Thursday,attended educational institution,"Culture, leisure, mass-media and sports practices",177,176,.99435025,43170,245.2840909090909,243.8983
Islam,others,Urban,male,never married,Thursday,attended educational institution,Self-care and maintenance,177,177,1,139080,785.7627118644068,785.7627
Islam,others,Urban,male,never married,Friday,worked in household enterprise (self-employed): own account worker,Employment and related activities,28,26,.9285714,14190,545.7692307692307,506.78571
Islam,others,Urban,male,never married,Friday,worked in household enterprise (self-employed): own account worker,"Socializing and communication, community participation and religious practice",28,26,.9285714,4230,162.6923076923077,151.07143
Islam,others,Urban,male,never married,Friday,worked in household enterprise (self-employed): own account worker,"Culture, leisure, mass-media and sports practices",28,26,.9285714,4650,178.8461538461538,166.07143
Islam,others,Urban,male,never married,Friday,worked in household enterprise (self-employed): own account worker,Self-care and maintenance,28,28,1,19860,709.2857142857143,709.28571
Islam,others,Urban,male,never married,Friday,worked as helper in household enterprise (unpaid family worker),Employment and related activities,11,11,1,5640,512.7272727272727,512.72729
